,track_name,album,track_id,artist,duration,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,year_playlist
216,Segundo movimiento: lo de fuera,La ley innata,5anSoPoSIy7NzsauFNY0pT,Extremoduro,703226,50,0.257,0.86,4,-4.476,0,0.0789,0.156,0.11,0.53,0.471,174.701,2020
217,Demons,Night Visions,5qaEfEh1AtSdrdrByCP7qR,Imagine Dragons,177506,84,0.505,0.71,3,-3.015,1,0.0321,0.19,0.00025,0.269,0.428,89.938,2020
218,Lluvias de Abril,Niebla Y Hollín,6izqNLymT6DQfKkw3HTyq0,Exceso,162466,34,0.258,0.914,9,-4.505,0,0.217,0.00789,0.0,0.0684,0.355,191.959,2020
219,Los Buenos,Los Ríos de Alice (Original Game Soundtrack),3FzuQ398ughVa456X6PCV6,Vetusta Morla,255045,49,0.665,0.489,7,-8.572,1,0.0285,0.7,0.0489,0.683,0.577,117.292,2020
220,Nítido,Nítido,5gEcJjcrveT2gRuyPyPeDt,Luisaker,246000,0,0.723,0.539,6,-10.094,1,0.417,0.808,0.0,0.283,0.802,80.11,2020
221,Ciego,A Versos y a Bocaos,55EdPIrh2UXqw9gtNECw8e,Iratxo,256888,23,0.586,0.385,0,-9.409,1,0.061,0.856,7.82e-05,0.1,0.329,91.175,2020
222,Intocable,R.I.P.R.O 3,1R9XkJQA2mNMfyquA8UdSN,Lacrim,224386,47,0.787,0.78,9,-7.419,0,0.296,0.489,0.0,0.0845,0.608,92.044,2020
223,Natural,Origins (Deluxe),2FY7b99s15jUprqC0M5NCT,Imagine Dragons,189466,81,0.704,0.611,2,-6.112,1,0.0409,0.217,0.0,0.0812,0.22,100.0,2020
224,Vientos de octubre,"Recopilación, Vol. II",6oIL7sZpCgiyQgij3pi1si,Día Sexto,428292,18,0.46,0.354,0,-13.205,1,0.119,0.86,1.01e-06,0.112,0.72,91.992,2020
225,Lost Stars,V (Deluxe),1ejtHfSXQwvaAU7F82FXww,Adam Levine,267853,58,0.494,0.582,0,-4.769,1,0.0266,0.102,0.0,0.0798,0.416,82.025,2020
226,#RapSinCorte XXXVIII,#RapSinCorte XXXVIII,13fKxlakRPZCNf1iH6qQY7,Foyone,142641,0,0.753,0.807,8,-6.049,1,0.194,0.312,0.0,0.099,0.399,105.95,2020
227,Thunder,Evolve,1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,187146,84,0.605,0.822,0,-4.833,1,0.0438,0.00671,0.134,0.147,0.288,167.997,2020
228,Las Leyes,Explosiva,0eE5DpZFQI8Fvpbef7BlOE,Itaca Band,229745,0,0.575,0.413,5,-8.615,1,0.0343,0.823,0.0,0.12,0.225,78.907,2020
229,Soy un pringao,Soy un pringao,1FeCQhO1BNOHOuwEnz1rCd,Santiuve,180819,29,0.907,0.244,5,-9.178,1,0.292,0.958,4.25e-06,0.0981,0.824,139.84,2020
230,Take Me To Church,Hozier,3dYD57lRAUcMHufyqn9GcI,Hozier,241688,83,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,2020
231,Believer,Evolve,0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,204346,88,0.776,0.78,10,-4.374,0,0.128,0.0622,0.0,0.081,0.666,124.949,2020
232,Suelo soñar,Producto Infinito Version 0.4,3bUZA8syssxjVdvJDExkRi,Zenit,298893,43,0.937,0.644,10,-4.682,0,0.215,0.0499,0.0,0.0705,0.484,97.003,2020
233,Jesucristo García - Acoustic,Lo Que Hicimos en Youtube Pero Bien Grabao,6yn3fz23CoxIMqXkEubEIz,El Niño de la Hipoteca,250706,29,0.631,0.501,0,-7.006,1,0.154,0.698,0.0,0.102,0.275,144.028,2020
234,Si Tú Supieras,La última Bala,1mwUXkWgoC5ujERM6ixphc,Iratxo,299680,35,0.465,0.647,5,-7.909,1,0.0627,0.035,0.0,0.107,0.46,172.336,2020
235,Tengo Un Trato - Remastered 2015,Lujo Ibérico (Edición 15 Aniversario),13crLwJf5aEt3R8MKcisou,Mala Rodríguez,168475,52,0.917,0.638,2,-5.483,1,0.132,0.018,0.0,0.0561,0.835,93.016,2020
236,Contra Todos,995,13FbVnmgiKZdKMHPly1ekQ,995,319920,46,0.756,0.728,2,-5.104,1,0.481,0.373,0.0,0.167,0.965,88.98,2020
237,Pieces,Chuck,1ibeKVCiXORhvUpMmtsQWq,Sum 41,182040,68,0.457,0.83,5,-5.262,1,0.0321,0.00682,0.00337,0.166,0.602,99.93,2020
238,El Blues De Aranjuez,Oi! Baldorba,6YL526UdMtdi6MQRgpFaFm,Rotten XIII,243278,45,0.624,0.855,7,-2.681,1,0.0335,0.0132,0.000219,0.267,0.727,134.034,2020
239,Everybody,Circles (Deluxe),50ZbunKRxPbTa9sVu1iukc,Mac Miller,256506,49,0.875,0.599,9,-9.077,0,0.138,0.0333,0.0143,0.113,0.112,152.061,2020
240,Nico and the Niners,Trench,5SehvGGC53A7SZKCLXQcyt,Twenty One Pilots,225040,66,0.728,0.602,9,-7.748,0,0.185,0.0699,7.01e-06,0.318,0.328,140.081,2020
241,Viejos Ciegos (con Xhelazz y Sho-hai),El Círculo (Versión Exclusiva de Spotify),5o2gwaRb8YwAbcsn1VNc66,Kase.O,314960,48,0.736,0.815,0,-6.277,1,0.37,0.0736,0.0,0.84,0.871,180.034,2020
242,She Will Be Loved,Songs About Jane,7sapKrjDij2fpDVj0GxP66,Maroon 5,257133,73,0.706,0.713,0,-5.512,0,0.0301,0.0596,0.0,0.132,0.544,102.037,2020
243,Para Siempre,El Rincón de Mi Cabeza,7D5rcxwCBQI0LYE5fsS4wD,Benito Kamelas,229973,36,0.564,0.846,0,-3.617,1,0.0701,0.00153,1.48e-05,0.17,0.428,174.933,2020
244,Self Care,Swimming,5bJ1DrEM4hNCafcDd1oxHx,Mac Miller,345133,79,0.52,0.538,1,-8.109,1,0.206,0.367,0.00187,0.119,0.177,141.894,2020
245,L'enfant terrible,L'enfant terrible,20h9nDIOqGbg54vH70eVf5,Ayax y Prok,180000,0,0.764,0.877,1,-5.683,1,0.549,0.174,0.0,0.237,0.415,92.048,2020
246,Machine,Origins (Deluxe),4uGY9CqDtGtaTTLg1cgsWD,Imagine Dragons,181880,65,0.638,0.679,4,-5.278,1,0.0425,0.0016,0.00655,0.121,0.596,81.045,2020
247,Lane Boy,Blurryface,2P61EK6DMGyVyssLWS4fKy,Twenty One Pilots,253093,66,0.616,0.811,7,-4.804,1,0.0626,0.0573,1.57e-05,0.0566,0.913,159.929,2020
248,Last Kiss,Last Kiss,0QnONzv3TvHAWk294h6DaQ,Pearl Jam,195466,71,0.622,0.692,7,-6.97,1,0.0276,0.363,0.000158,0.193,0.774,112.053,2020
249,Surf,Circles (Deluxe),3m9St7c9tpJwNYN2adNESk,Mac Miller,330506,52,0.828,0.182,1,-13.066,0,0.166,0.754,0.0706,0.15,0.231,147.279,2020
250,Adam Lallana,Adam Lallana,6My4eAH9nneZrFxJdGDwuY,Kemalio,181333,0,0.704,0.808,0,-5.37,1,0.171,0.778,0.0138,0.408,0.785,90.026,2020
251,La Canción del Pensador,La Canción del Pensador,6Fy4Wt2S1edN002zerXhlQ,Ciudad Jara,265252,26,0.565,0.474,1,-8.541,0,0.0265,0.112,2.04e-06,0.132,0.138,92.02,2020
252,Sour Patch Kids,Lazy Fair,5DJNyvuMmZfsfvdTpMMmUq,Bryce Vine,252546,65,0.523,0.783,9,-5.084,1,0.0545,0.0144,1.71e-05,0.219,0.581,76.588,2020
253,Cojo el saco y me retiro,Rockallano,70MAtVBITOe87jTUlRhzd8,Astola,286960,29,0.884,0.574,9,-7.567,0,0.0639,0.181,0.000373,0.0653,0.834,128.018,2020
254,Home,Wanderlust,4fPQ3n56NbnONBtlaPMa82,Hollow Coves,202440,1,0.517,0.496,1,-11.858,1,0.0251,0.86,0.00471,0.117,0.262,84.993,2020
255,Walk On the Wild Side,Transformer,5p3JunprHCxClJjOmcLV8G,Lou Reed,254173,72,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,2020
256,Rise Up,Evolve,3zT2616WcD9Df5m21OsCX0,Imagine Dragons,231720,67,0.447,0.74,3,-6.607,1,0.0475,0.0122,0.000228,0.0958,0.102,93.759,2020
257,Cum Laude,Esto No Es un Disco Vol.1,5lsQpCUKFaqaBGUAl9rZPR,El Niño de la Hipoteca,210239,38,0.666,0.829,2,-5.463,1,0.0587,0.206,0.0,0.193,0.575,147.979,2020
258,#RapSinCorte XLI,#RapSinCorte XLI,65EYAToF65dNtHrvnr1CKF,Foyone,132000,4,0.656,0.939,11,-6.494,1,0.484,0.449,0.0,0.692,0.653,79.57,2020
259,Ceremonia,Carácter,25TwtpGaEuHyRZomdiPL9z,Mala Reputación,229906,0,0.724,0.551,6,-6.906,1,0.0468,0.285,0.0,0.585,0.582,114.964,2020
260,Coastline,Wanderlust,2KCqAdd2ad0hpJc5ySoTE8,Hollow Coves,233973,3,0.67,0.496,2,-11.23,1,0.0277,0.627,0.00325,0.0584,0.427,100.17,2020
261,Cuando Salga el Sol,Inercia,4tnn3fGft1w1NrMvp9JMgy,Desakato,200160,0,0.509,0.973,9,-3.851,0,0.0935,0.000158,4.47e-05,0.104,0.29,150.059,2020
262,BIMBI PER STRADA (CHILDREN),BIMBI PER STRADA (CHILDREN),6KF78W66DcQ9m5YqR0r5Ig,Fedez,200820,53,0.642,0.806,5,-5.451,0,0.176,0.0206,0.0,0.11,0.562,134.002,2020
263,Lo Que en Silencio Guardo,Recopilatorio de Temas Inéditos,5ZSHDuhxImgtzSglqEPWJ3,Kaze,165173,50,0.778,0.718,7,-7.264,0,0.303,0.58,0.0,0.12,0.965,93.207,2020
264,Still Waiting,Does This Look Infected?,0jqK7sGTLsHPkQrrcrGuKD,Sum 41,158733,71,0.431,0.95,7,-4.918,1,0.26,0.00105,3.63e-05,0.272,0.56,191.936,2020
265,El villancico de los pobres / Blanca Navidad,El villancico de los pobres / Blanca Navidad,1lcvyue2bnQ5MAKxMuHC4P,Foyone,158470,0,0.668,0.653,0,-12.213,1,0.334,0.0776,0.0,0.0671,0.936,85.022,2020
266,¿Dónde te has quedado?,Maldito,7xPNsbc3z1OUzLQupEhj4b,Gritando en Silencio,299173,37,0.5,0.817,11,-6.758,1,0.0603,0.00751,0.0,0.11,0.826,184.085,2020
267,That's Life (feat. Mac Miller & Sia),That's Life (feat. Mac Miller & Sia),5h0Jgt873QtgL6nJRBGfT6,88-Keys,202390,64,0.525,0.774,9,-4.532,1,0.241,0.24,1.07e-06,0.495,0.526,154.192,2020
268,Aquellos Tipos de Largo,Lo Primero Es Lo Segundo,5emOCPdalJbwu2kiZnlDMJ,Grupo Viral,251089,0,0.506,0.861,3,-5.202,1,0.0368,0.00514,0.00434,0.319,0.812,160.048,2020
269,The Woods - Acoustic,The Woods (Acoustic),6uaIMhUZXMuT2Zz0vxrFiR,Hollow Coves,239960,0,0.568,0.558,9,-8.553,1,0.0278,0.724,0.000331,0.116,0.287,104.991,2020
270,Cypher #1 (Reggae Cypher),Cypher #1 (Reggae Cypher),0p6r91oEfG3dAmNm2nwfRx,4 Elementos,227959,0,0.691,0.785,10,-4.403,0,0.308,0.254,0.0,0.0646,0.813,89.86,2020
271,Papa Trabaja,Force & Honneur,7t6Sur23gWgExZG4hx5K4n,Lacrim,214093,40,0.81,0.772,7,-4.365,1,0.112,0.0312,5.42e-06,0.3,0.624,119.989,2020
272,Weekend (feat. Miguel),GO:OD AM,6GnhWMhgJb7uyiiPEiEkDA,Mac Miller,208080,77,0.843,0.435,8,-8.442,1,0.178,0.47,0.0,0.147,0.19,120.058,2020
273,Carretera,Carretera,6iNJ8Zdt3Kb2E7JuvTj6B5,Natos y Waor,214588,11,0.673,0.753,4,-6.632,0,0.0549,0.734,0.0,0.111,0.592,84.96,2020
274,From Afar,Dream Your Life Away,0xLoYaRyQxTDR7kNIo69B3,Vance Joy,262200,41,0.327,0.412,0,-8.511,1,0.029,0.489,7.72e-06,0.308,0.173,86.419,2020
275,Little Talks,My Head Is An Animal,2ihCaVdNZmnHZWt0fvAM7B,Of Monsters and Men,266600,79,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,2020
276,Here with You,Here with You,7fLNdannkvEtTnQiFFHHpw,Urbanites,244117,4,0.291,0.541,7,-8.455,0,0.0302,0.0244,0.0,0.0841,0.0809,89.052,2020
277,Que Te Vaya Bien,Operación Guitarra Sessions,2ehuqGxwDZqiSOqEVXS3AD,El Niño de la Hipoteca,189507,45,0.697,0.662,9,-12.558,1,0.0957,0.28,0.0,0.148,0.638,115.329,2020
278,Cinderella,Cinderella,48LCnGeww8DfeXVc5V3tAR,Ayax y Prok,162511,0,0.69,0.847,6,-5.631,0,0.214,0.127,0.0,0.0818,0.49,94.017,2020
279,Magia Pura,11 Palos,0XHRdoVTZD5Sb1wEVLxNYs,Poncho K,217640,40,0.473,0.438,4,-9.609,0,0.0911,0.73,0.0,0.121,0.685,186.421,2020
280,Sexo en la Calle,Precede,3IXBQvaHN62rF4QwqO41hD,Los De Marras,240933,0,0.42,0.905,0,-4.501,1,0.079,0.0971,0.0,0.172,0.71,140.05,2020
281,Yonki,Yonki,1oxhplrhy5Krs1SnGIWMQn,El Niño de la Hipoteca,261490,17,0.587,0.89,7,-4.928,1,0.075,0.19,0.0,0.136,0.617,115.629,2020
282,Our Love Is Our Love,Weird Kid,17yOK7gmxYIhgmp6egnuVl,Chris Malinchak,209871,37,0.788,0.519,7,-10.826,0,0.0593,0.0286,0.0107,0.0906,0.576,97.008,2020
283,Lucha De Gigantes,Lucha De Gigantes,1ozbWlTQASs311dSO5R6vp,Love of Lesbian,206880,55,0.729,0.482,4,-6.5,0,0.0301,0.339,4.38e-05,0.159,0.361,108.133,2020
284,Spirits,Hope,7GJ572zvnU94VZVrj5XRtb,The Strumbellas,203653,53,0.556,0.658,0,-6.075,1,0.0265,0.164,0.0,0.113,0.787,80.529,2020
285,A un Palmo de la Gloria,Operación Guitarra Sessions,3bxTMZlxWO02pNNm4j1Vt1,El Niño de la Hipoteca,209593,44,0.751,0.347,0,-10.379,1,0.475,0.809,0.0,0.101,0.751,73.977,2020
286,Never There,Order In Decline,3ujzd7pcdAhILCnS3oGbaU,Sum 41,260093,53,0.516,0.561,2,-5.364,1,0.0351,0.00264,0.0,0.556,0.141,139.95,2020
287,A Tu Vera,Oscuridad,7uj6MDoC3Ga3LIOBiLFsUH,Los De Marras,217146,0,0.574,0.865,11,-4.023,0,0.0552,0.0126,0.0,0.175,0.555,89.902,2020
288,Cherry Wine - Live,Hozier,4Q66chx9WzqWcLItXoZ5r4,Hozier,240147,66,0.418,0.111,1,-14.848,1,0.0389,0.953,0.00342,0.0982,0.228,82.508,2020
289,Smells Like Teen Spirit,Nevermind (Deluxe Edition),1f3yAtsJtY87CTmM8RLnxf,Nirvana,301920,10,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,2020
290,With Me,Underclass Hero,1OTvWduKQV0MQd2gnGM9He,Sum 41,291360,62,0.167,0.851,4,-4.039,1,0.0421,0.0127,0.0,0.172,0.11,175.426,2020
291,No Eres Feo Ni Ná,2005,2sJptj7MmQA7FjcpbzXXrz,SFDK,260133,42,0.505,0.809,1,-4.683,0,0.431,0.0851,0.0,0.353,0.76,174.052,2020
292,El marinero (feat. La Maravillosa Orquesta del Alcohol),Capitán Cobarde,10ianFjBPEeVoEIBob7Eie,Capitán Cobarde,217563,39,0.361,0.852,2,-4.971,1,0.0451,0.221,0.0,0.52,0.579,125.132,2020
293,Estoy enfermo (con Melendi),Cuestion de directo,3H4gp39BIC4t3guLhjJBZr,Pignoise,154226,55,0.569,0.831,11,-3.177,1,0.0454,0.0178,0.0,0.0603,0.824,100.022,2020
294,Rap Largo,Rap Largo,1di8fdW8IFrgYWZSWlsVxD,Bejo,475810,0,0.711,0.677,6,-6.951,1,0.504,0.0305,0.0,0.0958,0.609,78.387,2020
295,Naive,Inside In / Inside Out,7BHPGtpuuWWsvE7cCaMuEU,The Kooks,203506,74,0.391,0.808,8,-6.209,0,0.0892,0.0759,0.0,0.149,0.737,100.304,2020
296,Time,Time,05v5mPkLAOoa7M5tnXXOwq,Free Nationals,210279,52,0.46,0.771,9,-7.088,0,0.328,0.518,0.000197,0.0774,0.296,88.83,2020
297,Quick Escape,Quick Escape,3FoykAESe8MNT69DpM6B4c,Pearl Jam,286573,38,0.417,0.932,9,-5.482,1,0.055,0.000187,0.00121,0.326,0.436,163.527,2020
298,Tear in My Heart,Blurryface,3bnVBN67NBEzedqQuWrpP4,Twenty One Pilots,188493,74,0.655,0.632,2,-4.802,1,0.0489,0.0189,0.0,0.0722,0.447,120.113,2020
299,Medley:Javat y Kamel/Amberes/Reunion/Kieres - Live,Gira 06/07 - Presente (Live),3cF5Ov7VKlIQ8p30nKY7XA,Violadores Del Verso,763306,31,0.51,0.949,7,-3.365,0,0.433,0.0536,0.0,0.396,0.689,184.23,2020
300,El Gordo Que la Pisa Bien,Divertimentos (Vol.1),3geFUUwPEbPsT6Tbj0lRb8,Kase.O,282843,49,0.78,0.803,11,-4.472,0,0.368,0.0584,0.0,0.336,0.737,82.267,2021
301,Tiranosaurius Rex,Divertimentos (Vol.1),6fKCqK8OB2MVnYCHD9moHj,Kase.O,184322,53,0.842,0.757,5,-6.339,0,0.281,0.06,0.0,0.0628,0.578,111.938,2021
302,Ringui Dingui (con SFDK),Divertimentos (Vol.2),7zrmKJCfEHluOWJy8LFnTs,Kase.O,205275,56,0.877,0.792,7,-5.866,1,0.0888,0.287,0.0,0.0804,0.899,119.933,2021
303,Tranquilísimo,Tranquilísimo,3znlxKwQTRVrrerCcZPus2,Israel B,143179,33,0.828,0.714,10,-6.852,0,0.108,0.185,3.15e-06,0.244,0.407,95.967,2021
304,En Bajo Perfil,Moonlight922,1f53Xa0KL3Fw1gEnuHnprI,Cruz Cafuné,253311,46,0.501,0.461,11,-10.381,0,0.337,0.228,0.0,0.153,0.257,95.278,2021
305,Alitas de mar (feat. Juanito Makandé),Crema,7ikoui4eGrHzzcOEaXtdZQ,Tu Otra Bonita,194050,51,0.653,0.605,7,-6.371,1,0.0368,0.581,0.0,0.101,0.531,157.838,2021
306,El Síndrome Anuel,El Síndrome Anuel,6Io9NpbpcUli1GihajZTUy,Foyone,365217,20,0.801,0.933,11,-6.335,0,0.408,0.214,0.0,0.282,0.393,92.141,2021
307,CAMBIA!,El Madrileño,5cNJO43VKHxD0XGbkhboZu,C. Tangana,188093,66,0.557,0.687,2,-4.721,1,0.0814,0.551,5.28e-05,0.0975,0.638,105.508,2021
308,Este Verano,☉cáncer ↑capricornio ☾virgo,5570VMVvXhONghMCBbzZZE,Cruz Cafuné,175800,46,0.736,0.557,1,-9.36,1,0.104,0.112,0.0966,0.0969,0.475,85.998,2021
309,Alegría de Vivir,Alegría de Vivir,4sJtmGdpGZKr8XMfiyJj3E,Tu Otra Bonita,204090,57,0.76,0.527,9,-7.946,0,0.0579,0.552,4.32e-06,0.1,0.7,132.096,2021
310,La Placita,La Placita,74OHxW9pnL556uodW2m6SQ,Delaossa,228292,0,0.563,0.534,4,-8.055,0,0.342,0.774,0.0,0.13,0.659,81.737,2021
311,Hong Kong,El Madrileño,4kD4ZzJ1rZIVfJ9qw85CVT,C. Tangana,203506,59,0.649,0.376,4,-7.528,1,0.039,0.0626,2.72e-05,0.0911,0.434,97.848,2021
312,Foxy Eyes,☉cáncer ↑capricornio ☾virgo,6N6q3sjuenff6vQpalPHuH,Cruz Cafuné,259518,43,0.751,0.287,9,-13.868,1,0.188,0.143,0.000983,0.0804,0.349,135.958,2021
313,Cuando te empecé a querer,Muerte a los pájaros negros,4moRbcZVVx9MlMpfNFD3Pl,Juanito Makandé,225401,0,0.689,0.651,6,-8.769,0,0.0439,0.448,2.27e-06,0.331,0.792,99.956,2021
314,Zoo Funk,Funk Experience,1m57M3GAKCBkiyzXsrizeo,R De Rumba,247682,34,0.848,0.832,0,-4.352,1,0.192,0.287,0.0,0.239,0.832,101.984,2021
315,Muriendo De Envidia,El Madrileño,740uwCK09xVPNPr4hFpcWW,C. Tangana,182640,61,0.845,0.717,0,-6.773,1,0.359,0.428,0.0023,0.0822,0.255,93.997,2021
316,Mina el Hammani,Moonlight922,09Ae1id448lmrfETbExaRc,Cruz Cafuné,197033,51,0.851,0.476,11,-10.8,0,0.288,0.162,1.05e-05,0.168,0.223,124.992,2021
317,ENEMIGOS INVISIBLES,Tripi Hapa,1T8137xobJzWoGYd8ecYtu,Bejo,146823,0,0.518,0.73,11,-3.666,1,0.0996,0.00885,0.0,0.11,0.801,169.483,2021
318,5 de la Tarde,5 de la Tarde,3mlvmh76YzIOkUhmJlQodB,Cheti,217636,42,0.604,0.411,1,-15.157,1,0.0993,0.664,3.83e-05,0.0357,0.537,108.136,2021
319,Los Tontos,El Madrileño,4DoEHKWh8k6vYDleECQkJx,C. Tangana,192786,64,0.798,0.715,9,-5.712,0,0.187,0.365,2.08e-06,0.142,0.895,105.995,2021
320,Nmout 3lik,☉cáncer ↑capricornio ☾virgo,05ZKGe9Di06EQvEYkLJnbk,Cruz Cafuné,172058,52,0.79,0.529,7,-9.391,1,0.153,0.157,0.332,0.435,0.555,129.029,2021
321,Maan!,28 Grams (Trap Wiz),5v6baPGiSF9PJ3YpNtbIzT,Wiz Khalifa,249652,36,0.775,0.778,10,-5.166,1,0.0879,0.274,0.0,0.0629,0.427,112.175,2021
